,Unnamed: 0,Combination,C1_DataVolume(MB),C1_FeatureCount,C1_Accuracy(%),C1_Latency(ms),C1_Label0,C1_Label1,C1_Label2,C1_Label3,C1_Label4,C1_Label5,C1_Label6,C1_Label7,C1_Label8,C1_Label9,C2_DataVolume(MB),C2_FeatureCount,C2_Accuracy(%),C2_Latency(ms),C2_Label0,C2_Label1,C2_Label2,C2_Label3,C2_Label4,C2_Label5,C2_Label6,C2_Label7,C2_Label8,C2_Label9,C3_DataVolume(MB),C3_FeatureCount,C3_Accuracy(%),C3_Latency(ms),C3_Label0,C3_Label1,C3_Label2,C3_Label3,C3_Label4,C3_Label5,C3_Label6,C3_Label7,C3_Label8,C3_Label9,C4_DataVolume(MB),C4_FeatureCount,C4_Accuracy(%),C4_Latency(ms),C4_Label0,C4_Label1,C4_Label2,C4_Label3,C4_Label4,C4_Label5,C4_Label6,C4_Label7,C4_Label8,C4_Label9,C5_DataVolume(MB),C5_FeatureCount,C5_Accuracy(%),C5_Latency(ms),C5_Label0,C5_Label1,C5_Label2,C5_Label3,C5_Label4,C5_Label5,C5_Label6,C5_Label7,C5_Label8,C5_Label9,Global_Accuracy(%),Global_DataVolume,Global_Latency_Sum(ms),Global_RoundTime_Max(ms),Combo_List,Old_Combination,New_Combination,Old_Length,_set,_key,normalized_combinations
1928,9353,C1-C9-C10,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.48,2944.29,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,92.59,13995.0,14755.920000000002,2971.99,0.0,C1-C9-C10,C1-C9-C10-C15-C19,3,"frozenset({1, 9, 10, 15, 19})","(1, 9, 10, 15, 19)","1,9,10,15,19"
2922,10347,C2-C5-C10,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.15,2953.87,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,87.728,13990.0,14864.55,3085.44,0.0,C2-C5-C10,C2-C5-C10-C15-C23,3,"frozenset({2, 5, 10, 15, 23})","(2, 5, 10, 15, 23)","2,5,10,15,23"
17,7442,C1-C2-C3,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,85.41799999999999,13986.0,14765.83,2971.99,0.0,C1-C2-C3,C1-C2-C3-C16-C24,3,"frozenset({1, 2, 3, 16, 24})","(1, 2, 3, 16, 24)","1,2,3,16,24"
927,8352,C1-C4-C6,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2800.0,784.0,94.71,2967.08,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,79.874,13983.0,14737.419999999998,2971.99,0.0,C1-C4-C6,C1-C4-C6-C21-C24,3,"frozenset({1, 4, 6, 21, 24})","(1, 4, 6, 21, 24)","1,4,6,21,24"
4855,12280,C4-C5-C9,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,84.86,13983.0,14883.64,3085.44,0.0,C4-C5-C9,C4-C5-C9-C16-C22,3,"frozenset({4, 5, 9, 16, 22})","(4, 5, 9, 16, 22)","4,5,9,16,22"
1149,8574,C1-C4-C10,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,2800.0,784.0,94.15,2953.87,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,88.354,13983.0,14759.87,2971.99,0.0,C1-C4-C10,C1-C4-C10-C22-C23,3,"frozenset({1, 4, 10, 22, 23})","(1, 4, 10, 22, 23)","1,4,10,22,23"
4216,11641,C3-C6-C8,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,94.48,2944.29,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,85.95,13982.0,14766.62,2970.94,0.0,C3-C6-C8,C3-C6-C8-C19-C22,3,"frozenset({3, 6, 8, 19, 22})","(3, 6, 8, 19, 22)","3,6,8,19,22"
4132,11557,C3-C6-C7,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.15,2953.87,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,85.016,13993.0,14738.55,2970.94,0.0,C3-C6-C7,C3-C6-C7-C15-C23,3,"frozenset({3, 6, 7, 15, 23})","(3, 6, 7, 15, 23)","3,6,7,15,23"
4411,11836,C3-C7-C9,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2795.0,784.0,93.26,2935.68,91.0,223.0,158.0,1194.0,71.0,582.0,132.0,78.0,121.0,145.0,89.68800000000002,13990.0,14750.51,2970.94,0.0,C3-C7-C9,C3-C7-C9-C16-C18,3,"frozenset({3, 7, 9, 16, 18})","(3, 7, 9, 16, 18)","3,7,9,16,18"
6928,14353,C1-C3-C4-C6,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,79.03,13983.0,14741.28,2971.99,0.0,C1-C3-C4-C6,C1-C3-C4-C6-C24,4,"frozenset({1, 3, 4, 6, 24})","(1, 3, 4, 6, 24)","1,3,4,6,24"
3377,10802,C2-C8-C9,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.71,2967.08,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,88.74199999999999,13990.0,14763.38,2967.08,0.0,C2-C8-C9,C2-C8-C9-C17-C21,3,"frozenset({2, 8, 9, 17, 21})","(2, 8, 9, 17, 21)","2,8,9,17,21"
1817,9242,C1-C8-C9,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,93.26,2935.68,91.0,223.0,158.0,1194.0,71.0,582.0,132.0,78.0,121.0,145.0,92.358,13990.0,14762.7,2971.99,0.0,C1-C8-C9,C1-C8-C9-C15-C18,3,"frozenset({1, 8, 9, 15, 18})","(1, 8, 9, 15, 18)","1,8,9,15,18"
3956,11381,C3-C5-C7,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,2800.0,784.0,93.96,2924.24,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,88.638,13994.0,14886.78,3085.44,0.0,C3-C5-C7,C3-C5-C7-C22-C25,3,"frozenset({3, 5, 7, 22, 25})","(3, 5, 7, 22, 25)","3,5,7,22,25"
4304,11729,C3-C6-C10,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2800.0,784.0,94.71,2967.08,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,86.332,13983.0,14750.09,2970.94,0.0,C3-C6-C10,C3-C6-C10-C16-C21,3,"frozenset({3, 6, 10, 16, 21})","(3, 6, 10, 16, 21)","3,6,10,16,21"
3459,10884,C2-C8-C10,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,2800.0,784.0,94.15,2953.87,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,88.75399999999999,13979.0,14758.09,2964.83,0.0,C2-C8-C10,C2-C8-C10-C22-C23,3,"frozenset({2, 8, 10, 22, 23})","(2, 8, 10, 22, 23)","2,8,10,22,23"
168,7593,C1-C2-C6,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.48,2944.29,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,83.76599999999999,13988.0,14735.95,2971.99,0.0,C1-C2-C6,C1-C2-C6-C15-C19,3,"frozenset({1, 2, 6, 15, 19})","(1, 2, 6, 15, 19)","1,2,6,15,19"
2189,9614,C2-C3-C7,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,86.5,3195.43,143.0,364.0,12.0,119.0,511.0,471.0,17.0,580.0,169.0,409.0,2800.0,784.0,93.96,2924.24,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,86.14,13990.0,14979.2,3195.43,0.0,C2-C3-C7,C2-C3-C7-C20-C25,3,"frozenset({2, 3, 7, 20, 25})","(2, 3, 7, 20, 25)","2,3,7,20,25"
8485,15910,C3-C7-C8-C9,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2800.0,784.0,94.48,2944.29,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,90.302,13995.0,14771.98,2970.94,0.0,C3-C7-C8-C9,C3-C7-C8-C9-C19,4,"frozenset({3, 7, 8, 9, 19})","(3, 7, 8, 9, 19)","3,7,8,9,19"
5633,13058,C5-C6-C9,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,83.54400000000001,13987.0,14878.35,3085.44,0.0,C5-C6-C9,C5-C6-C9-C17-C22,3,"frozenset({5, 6, 9, 17, 22})","(5, 6, 9, 17, 22)","5,6,9,17,22"
2087,9512,C2-C3-C5,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2800.0,784.0,94.15,2953.87,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,84.028,13991.0,14892.250000000002,3085.44,0.0,C2-C3-C5,C2-C3-C5-C23-C24,3,"frozenset({2, 3, 5, 23, 24})","(2, 3, 5, 23, 24)","2,3,5,23,24"
1737,9162,C1-C7-C9,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2795.0,784.0,93.26,2935.68,91.0,223.0,158.0,1194.0,71.0,582.0,132.0,78.0,121.0,145.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,87.572,13991.0,14745.4,2971.99,0.0,C1-C7-C9,C1-C7-C9-C18-C24,3,"frozenset({1, 7, 9, 18, 24})","(1, 7, 9, 18, 24)","1,7,9,18,24"
3540,10965,C3-C4-C5,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.48,2944.29,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,86.672,13994.0,14865.100000000002,3085.44,0.0,C3-C4-C5,C3-C4-C5-C17-C19,3,"frozenset({3, 4, 5, 17, 19})","(3, 4, 5, 17, 19)","3,4,5,17,19"
2114,9539,C2-C3-C6,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.15,2953.87,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,82.96600000000001,13988.0,14738.489999999998,2970.94,0.0,C2-C3-C6,C2-C3-C6-C17-C23,3,"frozenset({2, 3, 6, 17, 23})","(2, 3, 6, 17, 23)","2,3,6,17,23"
2826,10251,C2-C5-C8,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,86.5,3195.43,143.0,364.0,12.0,119.0,511.0,471.0,17.0,580.0,169.0,409.0,86.258,13985.0,15115.510000000002,3195.43,0.0,C2-C5-C8,C2-C5-C8-C17-C20,3,"frozenset({2, 5, 8, 17, 20})","(2, 5, 8, 17, 20)","2,5,8,17,20"
5680,13105,C5-C6-C10,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2794.0,784.0,89.29,2964.83,91.0,283.0,523.0,47.0,154.0,290.0,378.0,331.0,141.0,556.0,84.01599999999999,13977.0,14862.34,3085.44,0.0,C5-C6-C10,C5-C6-C10-C16-C22,3,"frozenset({5, 6, 10, 16, 22})","(5, 6, 10, 16, 22)","5,6,10,16,22"
1835,9260,C1-C8-C9,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2800.0,784.0,88.54,2961.66,279.0,269.0,267.0,262.0,282.0,275.0,304.0,284.0,287.0,291.0,2800.0,784.0,92.95,2933.62,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.48,2944.29,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,92.65,13995.0,14765.32,2971.99,0.0,C1-C8-C9,C1-C8-C9-C17-C19,3,"frozenset({1, 8, 9, 17, 19})","(1, 8, 9, 17, 19)","1,8,9,17,19"
487,7912,C1-C3-C4,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,90.49,2970.94,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2794.0,784.0,71.11,2930.81,175.0,439.0,189.0,696.0,4.0,4.0,73.0,13.0,1089.0,112.0,2800.0,784.0,94.71,2967.08,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2796.0,784.0,76.54,2934.74,4.0,7.0,1156.0,530.0,44.0,25.0,284.0,171.0,28.0,547.0,85.45,13990.0,14775.56,2971.99,0.0,C1-C3-C4,C1-C3-C4-C21-C24,3,"frozenset({1, 3, 4, 21, 24})","(1, 3, 4, 21, 24)","1,3,4,21,24"
1195,8620,C1-C5-C6,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2795.0,784.0,86.5,3195.43,143.0,364.0,12.0,119.0,511.0,471.0,17.0,580.0,169.0,409.0,2800.0,784.0,94.71,2967.08,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,84.51,13988.0,15152.74,3195.43,0.0,C1-C5-C6,C1-C5-C6-C20-C21,3,"frozenset({1, 5, 6, 20, 21})","(1, 5, 6, 20, 21)","1,5,6,20,21"
7936,15361,C2-C5-C6-C8,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2795.0,784.0,86.5,3195.43,143.0,364.0,12.0,119.0,511.0,471.0,17.0,580.0,169.0,409.0,80.19,13978.0,15114.69,3195.43,0.0,C2-C5-C6-C8,C2-C5-C6-C8-C20,4,"frozenset({2, 5, 6, 8, 20})","(2, 5, 6, 8, 20)","2,5,6,8,20"
3412,10837,C2-C8-C10,2795.0,784.0,74.63,2947.26,102.0,528.0,83.0,217.0,96.0,238.0,455.0,366.0,567.0,143.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2800.0,784.0,92.71,2939.61,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,93.26,2935.68,91.0,223.0,158.0,1194.0,71.0,582.0,132.0,78.0,121.0,145.0,89.25999999999999,13980.0,14714.68,2953.76,0.0,C2-C8-C10,C2-C8-C10-C15-C18,3,"frozenset({2, 8, 10, 15, 18})","(2, 8, 10, 15, 18)","2,8,10,15,18"
1888,9313,C1-C8-C10,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2795.0,784.0,92.88,2953.76,30.0,196.0,412.0,569.0,588.0,113.0,152.0,200.0,386.0,149.0,2795.0,784.0,92.82,2938.37,413.0,181.0,166.0,63.0,538.0,341.0,146.0,154.0,652.0,141.0,2795.0,784.0,91.03,2940.9,86.0,533.0,99.0,214.0,489.0,125.0,351.0,108.0,396.0,394.0,2800.0,784.0,93.96,2924.24,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,93.018,13985.0,14729.259999999998,2971.99,0.0,C1-C8-C10,C1-C8-C10-C16-C25,3,"frozenset({1, 8, 10, 16, 25})","(1, 8, 10, 16, 25)","1,8,10,16,25"
7310,14735,C1-C5-C6-C7,2800.0,784.0,94.4,2971.99,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,84.33,3085.44,277.0,276.0,275.0,260.0,291.0,275.0,294.0,281.0,284.0,287.0,2793.0,784.0,62.61,2932.8,309.0,112.0,133.0,262.0,117.0,133.0,195.0,78.0,1322.0,132.0,2800.0,784.0,85.12,2941.33,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,2800.0,784.0,94.71,2967.08,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,84.23400000000001,13993.0,14898.64,3085.44,0.0,C1-C5-C6-C7,C1-C5-C6-C7-C21,4,"frozenset({1, 5, 6, 7, 21})","(1, 5, 6, 7, 21)","1,5,6,7,21"
